,average,p,otu_id,baseMean,log2FoldChange,pvalue,padj,relative_abund,log2FC_new,rel_abu_new,padj_new
821,0,0.001,3abcb9c7ba6342c9b651bc00fcf1b508,1.77273146871996,1.16992672403114,0.0016783948152128,0.00315408494259797,9.53216649169265e-05,1.16992672403114,9.53216649169265e-05,0.01
822,0,0.001,89965f5788ec33ff2c4b80c0256a6355,3.1012119998638,2.51342054371089,9.88725281416583e-09,4.54957574897512e-08,9.53216649169265e-05,2.51342054371089,9.53216649169265e-05,0.001
823,0,0.001,f8019a16dd6e3e8c5d9534953653f411,3.08711388459,2.50587713481657,9.19979410266943e-12,6.20311450362657e-11,9.53216649169265e-05,2.50587713481657,9.53216649169265e-05,0.001
824,0,0.001,2dcf063b70ddc84889dec172ebcb345e,1.79429178738857,1.20861691094562,0.00130578810166084,0.0025394812931328,9.53216649169265e-05,1.20861691094562,9.53216649169265e-05,0.01
825,0,0.431,0f34745c1328240674a3aaca531787b6,4.82920144691475,0.364437971817863,0.392759129446995,0.428148936756511,7.05119165138909e-05,0.364437971817863,7.05119165138909e-05,1
826,0,0.149,863cdac98e35b37e5c99928b13b0702c,2.95698608878268,1.765989738906,4.31429198186856e-05,0.000115374799324745,7.31234689773683e-05,1.765989738906,7.31234689773683e-05,0.001
827,0,0.008,21be6ffa2653fc20412523f3c54c816f,3.62927786368097,1.59730695577226,0.000173580101628913,0.000413468946743954,8.74870075264942e-05,1.59730695577226,8.74870075264942e-05,0.001
828,0,0.068,3020898b011f8049ad1b59b954cc1fe5,2.80139335749961,0.524992540701194,0.226692831101571,0.257152455558691,8.09581263678006e-05,0.524992540701194,8.09581263678006e-05,1
829,0,0.001,614ad31914d15d4f48ff87feb93814fb,3.11896580024484,2.42893099886909,1.18758405706287e-09,6.10947362824715e-09,9.40158886851878e-05,2.42893099886909,9.40158886851878e-05,0.001
830,0,0.001,a377b58ec5d5421212dbf911bf7410f7,3.12523869995332,2.39020713659776,9.37979673235294e-10,4.89511166929915e-09,9.40158886851878e-05,2.39020713659776,9.40158886851878e-05,0.001
831,0,0.001,3d43a8cdbad3b6d2b51dd6b9328eb64e,3.06364626133439,2.49020106300901,1.09321795621724e-08,4.99855624284862e-08,9.40158886851878e-05,2.49020106300901,9.40158886851878e-05,0.001
832,0,0.001,28b0c7ff936599a4414901f1c9bca273,3.0439349286747,2.48110884509809,1.80772116020172e-10,1.04237695634437e-09,9.40158886851878e-05,2.48110884509809,9.40158886851878e-05,0.001
833,0,0.001,c5ad6f58a023286782c8cb509429cf12,2.09393372524117,1.6227949061881,5.04102318933279e-05,0.000133259039563282,9.40158886851878e-05,1.6227949061881,9.40158886851878e-05,0.001
834,0,0.001,c396dab282f82933382ea85e607702e4,3.06821211459277,2.49272390810793,1.79716381800558e-09,9.10647036839101e-09,9.40158886851878e-05,2.49272390810793,9.40158886851878e-05,0.001
835,0,0.576,70100669e3c5c8566a6627f3f4841c0f,4.70388094520034,0.169454860539911,0.709562526646758,0.736354955315546,6.00657066599811e-05,0.169454860539911,6.00657066599811e-05,1
836,0,0.005,c689efca83a76f46782e16820bfe9479,3.52620529376913,1.75415317039946,1.88046091361918e-05,5.32446295642339e-05,8.87927837582329e-05,1.75415317039946,8.87927837582329e-05,0.001
837,0,0.638,6356160174ea6ed02704fd6491cdb233,2.96018826819114,0.0432027414221123,0.928215745723482,0.934684792139317,2.61155246347744e-05,0.0432027414221123,2.61155246347744e-05,1
838,0,0.007,5658f6c16446dee51fb31f4ab8956e49,3.33528867337092,1.75737496927859,4.32644515122315e-05,0.000115638652905578,8.48754550630168e-05,1.75737496927859,8.48754550630168e-05,0.001
839,0,0.001,783ed1290786fb5d5310d38e1a7306b3,1.80675166664202,1.26365272228819,0.00119118321751077,0.00234207369010574,9.27101124534491e-05,1.26365272228819,9.27101124534491e-05,0.01
840,0,0.001,eacc7e154838527497d1cb3327c1b8d8,3.03443839384794,2.47172699692392,1.05580909567451e-09,5.48175215279877e-09,9.27101124534491e-05,2.47172699692392,9.27101124534491e-05,0.001
841,0,0.001,f4aa4e7765b48e03c4e23f1e335c751d,3.04235329120298,2.47574411369937,6.61477982438115e-09,3.10017994178827e-08,9.27101124534491e-05,2.47574411369937,9.27101124534491e-05,0.001
842,0,0.001,a3e9a6e7171484db750f457ac306edb5,3.30818533905863,1.97554582808532,4.53251400857376e-07,1.67062123479282e-06,9.00985599899716e-05,1.97554582808532,9.00985599899716e-05,0.001
843,0,0.001,159488be2a714bf5cee1c871a49904ff,3.40111550888823,1.92706580907208,7.03004388729618e-08,2.89267143515515e-07,9.14043362217104e-05,1.92706580907208,9.14043362217104e-05,0.001
844,0,0.001,d7676168893f57569ab41fc64db49bb0,2.98634444891915,2.44357468108253,1.01824945394749e-09,5.2976208730581e-09,9.14043362217104e-05,2.44357468108253,9.14043362217104e-05,0.001
845,0,0.001,81d4ed2c6abb85152a48fc7681db23ab,1.95140126523741,1.43559314987115,0.000362211529671763,0.000809056407045099,9.14043362217104e-05,1.43559314987115,9.14043362217104e-05,0.001
846,0,0.292,d839e415097c3982b077a449e45adaeb,4.00925935146277,0.520130322679554,0.300474898195406,0.3340475147749,6.00657066599811e-05,0.520130322679554,6.00657066599811e-05,1
847,0,0.014,f1477421f96474b06da2c5450e080c6f,3.27830209447713,1.89103487975964,1.66365309373776e-05,4.75047639471026e-05,8.48754550630168e-05,1.89103487975964,8.48754550630168e-05,0.001
848,0,0.012,3112d62e98026a454a3fadba5ce478ff,3.67307391229545,1.37422987159335,0.00103988242013987,0.00207853177812148,8.22639025995393e-05,1.37422987159335,8.22639025995393e-05,0.01
849,0,0.001,3b3c8e446ad5ee1108d8bd7dc0bdde13,3.08117339433869,2.27089644515521,2.01657660835721e-09,1.01370058732231e-08,9.00985599899716e-05,2.27089644515521,9.00985599899716e-05,0.001
850,0,0.073,059b1ca187752595fd4f562a949f128a,4.14061256533419,0.893972958782169,0.0351980729463143,0.0457810326361912,7.70407976725844e-05,0.893972958782169,7.70407976725844e-05,0.1
851,0,0.001,d101c66903f5934f6a4f37fd0b7d7e97,2.96188984778307,2.42677058148159,9.49568016136103e-10,4.95047985319616e-09,9.00985599899716e-05,2.42677058148159,9.00985599899716e-05,0.001
